invoiceid,customerid,invoicedate,billingaddress,billingcity,billingstate,billingcountry,billingpostalcode,total,last_update
2293,120,2018-05-02 00:00:00+00,1717 Guadalajara Lane,Saint Louis,,United States,925OA-21,2.97,2023-01-04 12:05:43.69663+00
2294,121,2019-02-19 00:00:00+00,1214 Hanoi Way,Lincoln,,United States,970SH-103,1.98,2023-01-04 12:05:43.698674+00
2295,122,2021-08-28 00:00:00+00,1966 Amroha Avenue,Daxian,,China,032UD-64,2.97,2023-01-04 12:05:43.700984+00
2296,123,2020-02-22 00:00:00+00,698 Otsu Street,Cayenne,,French Guiana,933OS-19,2.97,2023-01-04 12:05:43.702396+00
2297,124,2019-12-23 00:00:00+00,1150 Kimchon Manor,Malm,,Sweden,9910AN-810,3.97,2023-01-04 12:05:43.704082+00
2298,125,2018-12-16 00:00:00+00,1586 Guaruj Place,Xiangtan,,China,962EL-09,4.96,2023-01-04 12:05:43.705741+00
2299,126,2019-05-08 00:00:00+00,57 Arlington Manor,Shivapuri,,India,686IC-90,0.99,2023-01-04 12:05:43.708376+00
2300,127,2019-05-22 00:00:00+00,1031 Daugavpils Parkway,Bchar,,Algeria,267UD-38,2.97,2023-01-04 12:05:43.710407+00
2301,128,2022-09-09 00:00:00+00,1124 Buenaventura Drive,al-Hawiya,,Saudi Arabia,334HR-72,2.98,2023-01-04 12:05:43.71293+00
2302,129,2022-04-18 00:00:00+00,492 Cam Ranh Street,Baybay,,Philippines,701AT-65,4.95,2023-01-04 12:05:43.716639+00
2303,130,2022-08-14 00:00:00+00,89 Allappuzha (Alleppey) Manor,Taguig,,Philippines,1044HE-12,2.98,2023-01-04 12:05:43.718274+00
2304,131,2020-03-09 00:00:00+00,1947 Poos de Caldas Boulevard,Chiayi,,Taiwan,577EV-26,1.98,2023-01-04 12:05:43.719381+00
2305,132,2022-01-25 00:00:00+00,1206 Dos Quebradas Place,Rio Claro,,Brazil,119EN-59,8.92,2023-01-04 12:05:43.720467+00
2306,133,2021-01-09 00:00:00+00,1551 Rampur Lane,Changhwa,,Taiwan,8107AM-14,2.97,2023-01-04 12:05:43.72152+00
2307,134,2020-02-24 00:00:00+00,602 Paarl Street,Pavlodar,,Kazakstan,990RE-75,2.97,2023-01-04 12:05:43.723433+00
2308,135,2022-01-31 00:00:00+00,1692 Ede Loop,Araatuba,,Brazil,939AN-95,0.99,2023-01-04 12:05:43.724643+00
2309,136,2019-01-31 00:00:00+00,936 Salzburg Lane,Rae Bareli,,India,627OR-22,4.96,2023-01-04 12:05:43.725705+00
2310,137,2019-06-20 00:00:00+00,586 Tete Way,Kamakura,,Japan,928AC-36,2.97,2023-01-04 12:05:43.726778+00
2311,138,2022-09-30 00:00:00+00,1888 Kabul Drive,Ife,,Nigeria,189AR-17,3.96,2023-01-04 12:05:43.727873+00
2312,139,2021-03-10 00:00:00+00,320 Baiyin Parkway,Mahajanga,,Madagascar,479ND-85,0.99,2023-01-04 12:05:43.728911+00
2313,140,2020-05-03 00:00:00+00,927 Baha Blanca Parkway,Simferopol,,Ukraine,061AT-70,1.98,2023-01-04 12:05:43.729939+00
2314,141,2021-03-08 00:00:00+00,929 Tallahassee Loop,Springs,,South Africa,3104OU-65,3.96,2023-01-04 12:05:43.731508+00
2315,142,2018-02-03 00:00:00+00,125 Citt del Vaticano Boulevard,Atlixco,,Mexico,908AR-36,2.97,2023-01-04 12:05:43.733848+00
2316,143,2020-12-04 00:00:00+00,1557 Ktahya Boulevard,Bradford,,United Kingdom,846NN-36,3.97,2023-01-04 12:05:43.735069+00
2317,144,2020-01-17 00:00:00+00,870 Ashqelon Loop,Songkhla,,Thailand,402AC-69,6.94,2023-01-04 12:05:43.73616+00
2318,145,2021-12-10 00:00:00+00,1740 Portoviejo Avenue,Sincelejo,,Colombia,733AN-89,2.97,2023-01-04 12:05:43.737207+00
2319,146,2018-10-14 00:00:00+00,1942 Ciparay Parkway,Cheju,,South Korea,145ON-106,5.95,2023-01-04 12:05:43.74003+00
2320,147,2019-02-18 00:00:00+00,1926 El Alto Avenue,La Plata,,Argentina,265UL-61,3.96,2023-01-04 12:05:43.741924+00
2321,148,2018-06-19 00:00:00+00,1952 Chatsworth Drive,Meixian,,China,6910UB-510,1.98,2023-01-04 12:05:43.743787+00
2322,149,2021-03-31 00:00:00+00,1370 Le Mans Avenue,Bandar Seri Begawan,,Brunei,450OI-48,4.96,2023-01-04 12:05:43.744941+00
2323,150,2021-03-31 00:00:00+00,984 Effon-Alaiye Avenue,Goinia,,Brazil,553IN-17,2.97,2023-01-04 12:05:43.746776+00
2324,151,2021-01-27 00:00:00+00,832 Nakhon Sawan Manor,Zalantun,,China,355HY-49,2.97,2023-01-04 12:05:43.749864+00
2325,152,2021-11-04 00:00:00+00,152 Kitwe Parkway,Bislig,,Philippines,398OR-97,1.98,2023-01-04 12:05:43.751945+00
2326,153,2022-06-06 00:00:00+00,1697 Tanauan Lane,Pathankot,,India,331AU-25,2.97,2023-01-04 12:05:43.753513+00
2327,154,2018-02-02 00:00:00+00,1308 Arecibo Way,Augusta-Richmond County,,United States,2103IA-04,1.98,2023-01-04 12:05:43.755041+00
2328,155,2021-06-11 00:00:00+00,1599 Plock Drive,Tete,,Mozambique,329NN-76,3.96,2023-01-04 12:05:43.756688+00
2329,156,2018-12-25 00:00:00+00,669 Firozabad Loop,al-Ayn,,United Arab Emirates,814IL-89,1.98,2023-01-04 12:05:43.758272+00
2330,157,2018-10-29 00:00:00+00,588 Vila Velha Manor,Kimchon,,South Korea,672MI-47,2.97,2023-01-04 12:05:43.760018+00
2331,158,2022-11-24 00:00:00+00,1913 Kamakura Place,Jelets,,Russian Federation,655OB-26,2.97,2023-01-04 12:05:43.761657+00
2332,159,2022-01-30 00:00:00+00,733 Mandaluyong Place,Abha,,Saudi Arabia,421EG-11,2.97,2023-01-04 12:05:43.763396+00
2333,160,2018-01-15 00:00:00+00,659 Vaduz Drive,Ashdod,,Israel,528RY-24,4.95,2023-01-04 12:05:43.76596+00
2334,161,2022-04-17 00:00:00+00,1177 Jelets Way,Ilorin,,Nigeria,263LA-92,3.96,2023-01-04 12:05:43.76832+00
2335,162,2022-07-01 00:00:00+00,1386 Yangor Avenue,Toulon,,France,7110IT-25,0.99,2023-01-04 12:05:43.770469+00
2336,163,2022-06-28 00:00:00+00,454 Nakhon Sawan Boulevard,Funafuti,,Tuvalu,628AW-40,0.99,2023-01-04 12:05:43.772178+00
2337,118,2021-09-23 00:00:00+00,81 Hodeida Way,Jaipur,,India,796IL-33,1.98,2023-01-04 12:05:43.774061+00
2338,119,2019-12-10 00:00:00+00,915 Ponce Place,Basel,,Switzerland,638AT-100,1.98,2023-01-04 12:05:43.775954+00
2339,120,2022-12-15 00:00:00+00,1717 Guadalajara Lane,Saint Louis,,United States,925OA-21,1.98,2023-01-04 12:05:43.777742+00
2340,121,2019-12-11 00:00:00+00,1214 Hanoi Way,Lincoln,,United States,970SH-103,3.96,2023-01-04 12:05:43.780811+00
2341,122,2018-02-28 00:00:00+00,1966 Amroha Avenue,Daxian,,China,032UD-64,1.98,2023-01-04 12:05:43.78307+00
2342,123,2018-01-10 00:00:00+00,698 Otsu Street,Cayenne,,French Guiana,933OS-19,3.96,2023-01-04 12:05:43.784599+00
2343,124,2020-01-07 00:00:00+00,1150 Kimchon Manor,Malm,,Sweden,9910AN-810,1.98,2023-01-04 12:05:43.78655+00
2344,125,2021-02-03 00:00:00+00,1586 Guaruj Place,Xiangtan,,China,962EL-09,0.99,2023-01-04 12:05:43.788253+00
2345,126,2022-10-22 00:00:00+00,57 Arlington Manor,Shivapuri,,India,686IC-90,3.96,2023-01-04 12:05:43.790346+00
2346,127,2022-05-18 00:00:00+00,1031 Daugavpils Parkway,Bchar,,Algeria,267UD-38,5.94,2023-01-04 12:05:43.792135+00
2347,128,2022-01-01 00:00:00+00,1124 Buenaventura Drive,al-Hawiya,,Saudi Arabia,334HR-72,6.93,2023-01-04 12:05:43.793969+00
2348,129,2020-08-13 00:00:00+00,492 Cam Ranh Street,Baybay,,Philippines,701AT-65,4.96,2023-01-04 12:05:43.79671+00
2349,130,2022-10-09 00:00:00+00,89 Allappuzha (Alleppey) Manor,Taguig,,Philippines,1044HE-12,6.94,2023-01-04 12:05:43.798666+00
2350,131,2022-01-17 00:00:00+00,1947 Poos de Caldas Boulevard,Chiayi,,Taiwan,577EV-26,3.96,2023-01-04 12:05:43.801026+00
2351,132,2020-02-14 00:00:00+00,1206 Dos Quebradas Place,Rio Claro,,Brazil,119EN-59,2.97,2023-01-04 12:05:43.803089+00
2352,133,2019-12-02 00:00:00+00,1551 Rampur Lane,Changhwa,,Taiwan,8107AM-14,4.96,2023-01-04 12:05:43.804709+00
2353,134,2020-09-22 00:00:00+00,602 Paarl Street,Pavlodar,,Kazakstan,990RE-75,2.97,2023-01-04 12:05:43.806406+00
2354,135,2022-12-15 00:00:00+00,1692 Ede Loop,Araatuba,,Brazil,939AN-95,5.94,2023-01-04 12:05:43.80841+00
2355,136,2020-02-10 00:00:00+00,936 Salzburg Lane,Rae Bareli,,India,627OR-22,0.99,2023-01-04 12:05:43.810285+00
2356,137,2022-01-20 00:00:00+00,586 Tete Way,Kamakura,,Japan,928AC-36,2.97,2023-01-04 12:05:43.811939+00
2357,138,2021-11-10 00:00:00+00,1888 Kabul Drive,Ife,,Nigeria,189AR-17,2.97,2023-01-04 12:05:43.813168+00
2358,139,2021-07-11 00:00:00+00,320 Baiyin Parkway,Mahajanga,,Madagascar,479ND-85,3.96,2023-01-04 12:05:43.814634+00
2359,140,2021-02-24 00:00:00+00,927 Baha Blanca Parkway,Simferopol,,Ukraine,061AT-70,4.96,2023-01-04 12:05:43.817028+00
2360,141,2019-01-29 00:00:00+00,929 Tallahassee Loop,Springs,,South Africa,3104OU-65,0.99,2023-01-04 12:05:43.819045+00
2361,142,2020-02-22 00:00:00+00,125 Citt del Vaticano Boulevard,Atlixco,,Mexico,908AR-36,2.97,2023-01-04 12:05:43.820508+00
2362,143,2018-11-18 00:00:00+00,1557 Ktahya Boulevard,Bradford,,United Kingdom,846NN-36,1.98,2023-01-04 12:05:43.821827+00
2363,144,2019-11-12 00:00:00+00,870 Ashqelon Loop,Songkhla,,Thailand,402AC-69,4.95,2023-01-04 12:05:43.823095+00
2364,145,2018-05-23 00:00:00+00,1740 Portoviejo Avenue,Sincelejo,,Colombia,733AN-89,0.99,2023-01-04 12:05:43.824405+00
2365,146,2019-10-01 00:00:00+00,1942 Ciparay Parkway,Cheju,,South Korea,145ON-106,1.98,2023-01-04 12:05:43.825892+00
2366,147,2018-07-16 00:00:00+00,1926 El Alto Avenue,La Plata,,Argentina,265UL-61,1.98,2023-01-04 12:05:43.827857+00
2367,148,2021-09-27 00:00:00+00,1952 Chatsworth Drive,Meixian,,China,6910UB-510,3.96,2023-01-04 12:05:43.829271+00
2368,149,2018-03-18 00:00:00+00,1370 Le Mans Avenue,Bandar Seri Begawan,,Brunei,450OI-48,1.98,2023-01-04 12:05:43.830731+00
2369,150,2018-09-19 00:00:00+00,984 Effon-Alaiye Avenue,Goinia,,Brazil,553IN-17,2.97,2023-01-04 12:05:43.832614+00
2370,151,2021-08-23 00:00:00+00,832 Nakhon Sawan Manor,Zalantun,,China,355HY-49,1.98,2023-01-04 12:05:43.834021+00
2371,152,2018-04-13 00:00:00+00,152 Kitwe Parkway,Bislig,,Philippines,398OR-97,1.98,2023-01-04 12:05:43.835368+00
2372,153,2018-07-13 00:00:00+00,1697 Tanauan Lane,Pathankot,,India,331AU-25,4.95,2023-01-04 12:05:43.836696+00
2373,154,2019-09-04 00:00:00+00,1308 Arecibo Way,Augusta-Richmond County,,United States,2103IA-04,2.97,2023-01-04 12:05:43.838031+00
2374,155,2022-09-28 00:00:00+00,1599 Plock Drive,Tete,,Mozambique,329NN-76,4.95,2023-01-04 12:05:43.839399+00
2375,156,2019-02-17 00:00:00+00,669 Firozabad Loop,al-Ayn,,United Arab Emirates,814IL-89,1.98,2023-01-04 12:05:43.840733+00
2376,157,2018-02-02 00:00:00+00,588 Vila Velha Manor,Kimchon,,South Korea,672MI-47,3.97,2023-01-04 12:05:43.843626+00
2377,158,2022-05-11 00:00:00+00,1913 Kamakura Place,Jelets,,Russian Federation,655OB-26,3.96,2023-01-04 12:05:43.845335+00
2378,159,2019-09-30 00:00:00+00,733 Mandaluyong Place,Abha,,Saudi Arabia,421EG-11,1.98,2023-01-04 12:05:43.84663+00
2379,160,2021-12-11 00:00:00+00,659 Vaduz Drive,Ashdod,,Israel,528RY-24,3.96,2023-01-04 12:05:43.848346+00
2380,161,2021-08-15 00:00:00+00,1177 Jelets Way,Ilorin,,Nigeria,263LA-92,3.96,2023-01-04 12:05:43.850136+00
2381,162,2019-04-13 00:00:00+00,1386 Yangor Avenue,Toulon,,France,7110IT-25,1.98,2023-01-04 12:05:43.851505+00
2382,163,2020-06-29 00:00:00+00,454 Nakhon Sawan Boulevard,Funafuti,,Tuvalu,628AW-40,1.98,2023-01-04 12:05:43.852829+00
2383,358,2020-11-18 00:00:00+00,532 Toulon Street,Kamjanets-Podilskyi,,India,647AR-64,6.93,2023-01-04 12:05:43.854153+00
2384,185,2020-04-14 00:00:00+00,1213 Ranchi Parkway,Izumisano,,Belarus,169ED-19,3.96,2023-01-04 12:05:43.855456+00
2385,150,2019-10-14 00:00:00+00,1088 Ibirit Place,Ocumare del Tuy,,Sudan,676DR-94,3.96,2023-01-04 12:05:43.856901+00
2386,503,2021-03-09 00:00:00+00,1736 Cavite Place,Bislig,,Brazil,732WE-73,2.97,2023-01-04 12:05:43.858931+00
2387,112,2022-06-19 00:00:00+00,1704 Tambaram Manor,Usak,,Peru,516UE-63,2.98,2023-01-04 12:05:43.860376+00
2388,122,2019-11-16 00:00:00+00,1892 Nabereznyje Telny Lane,Ilorin,,Paraguay,799ER-35,1.98,2023-01-04 12:05:43.862093+00
2389,444,2022-08-17 00:00:00+00,479 San Felipe del Progreso Avenue,Juazeiro do Norte,,Algeria,0108RI-82,3.96,2023-01-04 12:05:43.863501+00
2390,511,2021-08-07 00:00:00+00,656 Matamoros Drive,Nakhon Sawan,,Mozambique,593EF-51,2.97,2023-01-04 12:05:43.865114+00
2391,273,2019-11-13 00:00:00+00,827 Yuncheng Drive,Faaa,,Venezuela,939AN-95,3.96,2023-01-04 12:05:43.867107+00
2392,527,2019-02-10 00:00:00+00,140 Chiayi Parkway,Jaroslavl,,Mozambique,715IC-52,0.99,2023-01-04 12:05:43.868546+00
2393,476,2019-12-27 00:00:00+00,1224 Huejutla de Reyes Boulevard,Emeishan,,Iran,142UC-89,1.98,2023-01-04 12:05:43.869462+00
2394,120,2022-04-09 00:00:00+00,1551 Rampur Lane,al-Qatif,,Bulgaria,860UI-57,0.99,2023-01-04 12:05:43.870787+00
2395,179,2019-04-20 00:00:00+00,1574 Goinia Boulevard,Tabora,,United States,1028OM-67,3.96,2023-01-04 12:05:43.872076+00
2396,229,2020-08-19 00:00:00+00,1688 Nador Lane,Zeleznogorsk,,Russian Federation,962EL-09,0.99,2023-01-04 12:05:43.874741+00
2397,518,2020-01-24 00:00:00+00,1158 Mandi Bahauddin Parkway,Sucre,,Russian Federation,1056RO-05,3.96,2023-01-04 12:05:43.876011+00
2398,420,2021-12-13 00:00:00+00,98 Stara Zagora Boulevard,Naala-Porto,,South Africa,317IA-44,5.95,2023-01-04 12:05:43.877311+00
2399,377,2021-10-23 00:00:00+00,1963 Moscow Place,Kowloon and New Kowloon,,Taiwan,688AY-61,2.97,2023-01-04 12:05:43.878623+00
2400,360,2022-03-28 00:00:00+00,1089 Iwatsuki Avenue,El Alto,,Mexico,753EA-18,0.99,2023-01-04 12:05:43.87987+00
2401,132,2020-12-19 00:00:00+00,154 Tallahassee Loop,Halifax,,Madagascar,891UA-73,4.95,2023-01-04 12:05:43.881603+00
2402,390,2019-06-17 00:00:00+00,906 Goinia Way,Cheju,,Egypt,630OR-91,4.95,2023-01-04 12:05:43.88327+00
2403,370,2019-08-16 00:00:00+00,1854 Okara Boulevard,Tandil,,Iran,725UZ-76,2.97,2023-01-04 12:05:43.88456+00
2404,413,2022-04-01 00:00:00+00,207 Cuernavaca Loop,Inegl,,Brazil,316OS-105,2.98,2023-01-04 12:05:43.885849+00
2405,537,2021-11-01 00:00:00+00,1557 Cape Coral Parkway,Binzhou,,Peru,638AT-100,5.94,2023-01-04 12:05:43.887132+00
2406,208,2020-11-10 00:00:00+00,1740 Le Mans Loop,Pyongyang,,Colombia,383LA-09,3.97,2023-01-04 12:05:43.888696+00
2407,547,2021-06-08 00:00:00+00,29 Pyongyang Loop,Funafuti,,Saudi Arabia,1078CO-20,3.96,2023-01-04 12:05:43.890721+00
2408,570,2021-11-28 00:00:00+00,1229 Valencia Parkway,Monywa,,Vietnam,627OR-22,1.98,2023-01-04 12:05:43.892167+00
2409,380,2019-02-23 00:00:00+00,1586 Guaruj Place,Ourense (Orense),,Ukraine,724NA-010,4.95,2023-01-04 12:05:43.893923+00
2410,418,2018-08-27 00:00:00+00,891 Novi Sad Manor,Dhaka,,Austria,481ON-35,1.98,2023-01-04 12:05:43.895277+00
2411,537,2020-04-26 00:00:00+00,97 Mogiljov Lane,Tsuyama,,Japan,925LI-51,0.99,2023-01-04 12:05:43.896539+00
2412,469,2019-08-04 00:00:00+00,97 Mogiljov Lane,Kakamigahara,,Indonesia,569HA-23,0.99,2023-01-04 12:05:43.898123+00
2413,475,2019-04-20 00:00:00+00,1447 Chatsworth Place,Sorocaba,,Russian Federation,142UC-89,0.99,2023-01-04 12:05:43.899554+00
2414,219,2021-04-02 00:00:00+00,1952 Pune Lane,Junan,,Mexico,361EN-66,4.95,2023-01-04 12:05:43.900828+00
2415,483,2020-05-23 00:00:00+00,469 Nakhon Sawan Street,Manchester,,China,7107RE-51,5.94,2023-01-04 12:05:43.902125+00
2416,202,2019-03-28 00:00:00+00,1440 Compton Place,Trshavn,,India,635HE-27,6.93,2023-01-04 12:05:43.903403+00
2417,478,2020-11-07 00:00:00+00,211 Chiayi Drive,San Felipe del Progreso,,Canada,672MI-47,2.97,2023-01-04 12:05:43.905699+00
2418,129,2020-03-24 00:00:00+00,686 Garland Manor,Toulon,,United Arab Emirates,317OR-26,3.97,2023-01-04 12:05:43.90706+00
2419,140,2020-10-11 00:00:00+00,913 Coacalco de Berriozbal Loop,Lipetsk,,Japan,687ON-38,5.95,2023-01-04 12:05:43.908391+00
2420,320,2019-02-24 00:00:00+00,814 Simferopol Loop,Ezhou,,Yemen,797RA-80,3.96,2023-01-04 12:05:43.90976+00
2421,411,2020-08-22 00:00:00+00,686 Donostia-San Sebastin Lane,Cuautla,,Philippines,218AL-510,5.95,2023-01-04 12:05:43.911115+00
2422,332,2020-12-13 00:00:00+00,943 Tokat Street,Ruse,,Yemen,342OY-77,4.95,2023-01-04 12:05:43.912447+00
2423,148,2019-02-02 00:00:00+00,1027 Banjul Place,Hami,,Italy,895EV-74,1.98,2023-01-04 12:05:43.913805+00
2424,371,2021-07-19 00:00:00+00,1145 Vilnius Manor,Sucre,,United States,850IN-49,3.97,2023-01-04 12:05:43.915943+00
2425,213,2019-08-17 00:00:00+00,1386 Nakhon Sawan Boulevard,Shanwei,,Brazil,502US-48,0.99,2023-01-04 12:05:43.917873+00
2426,403,2022-12-20 00:00:00+00,1336 Benin City Drive,Po,,Sudan,733AN-89,3.96,2023-01-04 12:05:43.919517+00
2427,301,2019-07-29 00:00:00+00,1163 London Parkway,Rampur,,Mexico,1059LA-56,6.93,2023-01-04 12:05:43.921645+00
2428,514,2019-10-09 00:00:00+00,446 Kirovo-Tepetsk Lane,Naala-Porto,,India,606RA-78,1.98,2023-01-04 12:05:43.923018+00
2429,279,2022-03-26 00:00:00+00,433 Florencia Street,Rae Bareli,,United States,637EN-77,1.98,2023-01-04 12:05:43.924754+00
2430,586,2022-02-06 00:00:00+00,1618 Olomouc Manor,Sumqayit,,Malawi,925OA-21,4.95,2023-01-04 12:05:43.926081+00
2431,311,2019-04-15 00:00:00+00,1844 Usak Avenue,Laohekou,,Saudi Arabia,9210NI-41,1.98,2023-01-04 12:05:43.927378+00
2432,545,2020-02-08 00:00:00+00,1378 Alvorada Avenue,Tartu,,United States,519OG-104,3.96,2023-01-04 12:05:43.928669+00
2433,234,2021-05-28 00:00:00+00,1150 Kimchon Manor,Skikda,,Philippines,724NA-010,4.96,2023-01-04 12:05:43.929925+00
2434,419,2020-09-24 00:00:00+00,680 A Corua (La Corua) Manor,Tuguegarao,,Vietnam,915RA-103,1.98,2023-01-04 12:05:43.931433+00
2435,195,2021-12-27 00:00:00+00,1889 Valparai Way,Duisburg,,Philippines,243ER-64,2.97,2023-01-04 12:05:43.932959+00
2436,257,2020-01-23 00:00:00+00,470 Boksburg Street,Santa F,,Philippines,528RY-24,1.98,2023-01-04 12:05:43.934283+00
2437,528,2020-10-27 00:00:00+00,1152 Citrus Heights Manor,Nyeri,,Madagascar,577EC-75,0.99,2023-01-04 12:05:43.937069+00
2438,503,2022-08-20 00:00:00+00,86 Higashiosaka Lane,Syrakusa,,China,733HR-102,3.96,2023-01-04 12:05:43.938967+00
2439,511,2022-04-12 00:00:00+00,1293 Nam Dinh Way,Aurora,,Bolivia,832AR-81,3.96,2023-01-04 12:05:43.940491+00
2440,166,2020-09-28 00:00:00+00,1867 San Juan Bautista Tuxtepec Avenue,Nha Trang,,China,327AR-67,1.98,2023-01-04 12:05:43.941798+00
2441,588,2021-05-19 00:00:00+00,817 Laredo Avenue,Zanzibar,,Malaysia,9106OD-89,1.98,2023-01-04 12:05:43.943065+00
2442,382,2021-12-09 00:00:00+00,619 Hunuco Avenue,Ilorin,,United States,3210OA-52,3.96,2023-01-04 12:05:43.944394+00
2443,411,2022-01-13 00:00:00+00,454 Nakhon Sawan Boulevard,Korla,,India,188AR-66,5.94,2023-01-04 12:05:43.945699+00
2444,195,2018-07-07 00:00:00+00,1944 Bamenda Way,Iwaki,,Vietnam,569AN-108,5.95,2023-01-04 12:05:43.946958+00
2445,424,2020-03-01 00:00:00+00,913 Coacalco de Berriozbal Loop,Mexicali,,Egypt,1108IG-57,2.97,2023-01-04 12:05:43.948673+00
2446,339,2018-02-11 00:00:00+00,442 Rae Bareli Place,London,,Peru,231AR-94,3.96,2023-01-04 12:05:43.950588+00
2447,349,2021-10-26 00:00:00+00,184 Mandaluyong Street,Erlangen,,Mexico,334EN-83,1.98,2023-01-04 12:05:43.952871+00
2448,390,2021-03-30 00:00:00+00,984 Effon-Alaiye Avenue,Bhilwara,,Bangladesh,572ER-54,3.96,2023-01-04 12:05:43.954269+00
2449,225,2018-04-24 00:00:00+00,1192 Tongliao Street,Imus,,Poland,567EL-58,3.96,2023-01-04 12:05:43.956104+00
2450,167,2022-12-11 00:00:00+00,1666 Beni-Mellal Place,Kolpino,,Russian Federation,3510RA-74,3.96,2023-01-04 12:05:43.958023+00
2451,243,2020-06-14 00:00:00+00,782 Mosul Street,Battambang,,Israel,786NN-76,4.95,2023-01-04 12:05:43.959499+00
2452,258,2020-11-11 00:00:00+00,1443 Mardan Street,Haiphong,,Germany,434AV-32,2.97,2023-01-04 12:05:43.960823+00
2453,524,2018-10-10 00:00:00+00,230 Urawa Drive,Grand Prairie,,Nigeria,795OU-82,1.98,2023-01-04 12:05:43.962193+00
2454,121,2018-11-16 00:00:00+00,414 Mandaluyong Street,Tabuk,,Japan,784AT-88,2.97,2023-01-04 12:05:43.96349+00
2455,347,2022-09-27 00:00:00+00,956 Nam Dinh Manor,Cuman,,United States,567EL-58,1.98,2023-01-04 12:05:43.965204+00
2456,517,2020-04-12 00:00:00+00,432 Garden Grove Street,Eskisehir,,Saint Vincent and the Grenadines,055AR-84,2.97,2023-01-04 12:05:43.968221+00
2457,378,2018-10-07 00:00:00+00,757 Rustenburg Avenue,Zaria,,Vietnam,647AR-64,2.97,2023-01-04 12:05:43.970149+00
2458,130,2020-08-17 00:00:00+00,879 Newcastle Way,Jamalpur,,Russian Federation,5102RA-45,2.97,2023-01-04 12:05:43.971561+00
2459,528,2022-09-28 00:00:00+00,661 Chisinau Lane,Usolje-Sibirskoje,,Brazil,787LA-22,5.94,2023-01-04 12:05:43.972876+00
2460,334,2021-02-23 00:00:00+00,1816 Bydgoszcz Loop,Merlo,,Estonia,7810AM-46,3.96,2023-01-04 12:05:43.974147+00
2461,503,2021-10-07 00:00:00+00,1256 Bislig Boulevard,Pudukkottai,,South Korea,721LI-98,0.99,2023-01-04 12:05:43.975437+00
2462,516,2020-07-02 00:00:00+00,1740 Le Mans Loop,Santo Andr,,France,153LL-36,2.97,2023-01-04 12:05:43.976336+00
2463,402,2022-11-08 00:00:00+00,1269 Ipoh Avenue,Ibirit,,Taiwan,993ES-56,3.96,2023-01-04 12:05:43.977656+00
2464,306,2020-06-13 00:00:00+00,591 Sungai Petani Drive,Graz,,Senegal,1014AR-59,1.98,2023-01-04 12:05:43.978626+00
2465,484,2018-07-08 00:00:00+00,1557 Ktahya Boulevard,Dundee,,Russian Federation,3210OA-52,1.98,2023-01-04 12:05:43.979948+00
2466,565,2020-10-12 00:00:00+00,1565 Tangail Manor,Newcastle,,Vietnam,088RU-410,5.94,2023-01-04 12:05:43.981657+00
2467,453,2019-12-18 00:00:00+00,115 Hidalgo Parkway,Mukateve,,Argentina,554ER-30,7.93,2023-01-04 12:05:43.984753+00
2468,449,2019-10-10 00:00:00+00,791 Salinas Street,Vaduz,,China,0210IC-72,5.95,2023-01-04 12:05:43.986339+00
2469,346,2018-11-04 00:00:00+00,1673 Tangail Drive,Braslia,,China,267GN-90,3.96,2023-01-04 12:05:43.988068+00
2470,282,2021-03-07 00:00:00+00,1386 Yangor Avenue,Ivanovo,,Taiwan,231AR-94,1.98,2023-01-04 12:05:43.989396+00
2471,559,2022-06-12 00:00:00+00,1872 Toulon Loop,Satna,,India,217AR-63,0.99,2023-01-04 12:05:43.990703+00
2472,136,2020-10-09 00:00:00+00,842 Salzburg Lane,Siegen,,China,455HI-58,3.96,2023-01-04 12:05:43.992007+00
2473,294,2021-09-20 00:00:00+00,1308 Arecibo Way,Rae Bareli,,Egypt,517NT-34,5.94,2023-01-04 12:05:43.993289+00
2474,121,2018-06-15 00:00:00+00,166 Jinchang Street,Tegal,,Mexico,814RE-64,4.95,2023-01-04 12:05:43.994565+00
2475,551,2018-09-24 00:00:00+00,9 San Miguel de Tucumn Manor,Gatineau,,Japan,854IM-210,5.94,2023-01-04 12:05:43.99588+00
2476,353,2020-08-01 00:00:00+00,616 Hagonoy Avenue,Aden,,Spain,676AR-44,2.97,2023-01-04 12:05:43.997206+00
2477,318,2019-04-15 00:00:00+00,203 Tambaram Street,Tallahassee,,Israel,293AT-65,2.97,2023-01-04 12:05:44.000012+00
2478,468,2021-02-21 00:00:00+00,1135 Izumisano Parkway,Baha Blanca,,Germany,367YD-87,2.97,2023-01-04 12:05:44.001308+00
2479,240,2022-12-08 00:00:00+00,289 Santo Andr Manor,Shaoguan,,India,362YA-12,1.98,2023-01-04 12:05:44.002635+00
2480,543,2018-11-22 00:00:00+00,1769 Iwaki Lane,Zaria,,Kenya,656EL-68,4.95,2023-01-04 12:05:44.003911+00
2481,299,2021-12-27 00:00:00+00,320 Baiyin Parkway,Araatuba,,Netherlands,1083ES-11,2.97,2023-01-04 12:05:44.005185+00
2482,326,2022-05-04 00:00:00+00,387 Mwene-Ditu Drive,Rio Claro,,Egypt,213AR-69,3.96,2023-01-04 12:05:44.006502+00
2483,177,2018-10-21 00:00:00+00,954 Lapu-Lapu Way,Kimchon,,Vietnam,326AT-88,2.97,2023-01-04 12:05:44.007772+00
